id,original_question,original_answer,clean_question,clean_answer,combined_text,entities,intent,source,url,text_length,word_count,entity_count,processed_at
131,"Could sore throat, swelling be a sign of kidney disease?","Yes, sore throat, swelling can be symptoms of kidney disease. However, these symptoms may also occur in other conditions, so professional medical assessment is recommended.",sore throat swelling sign kidney disease,yes sore throat swelling symptom kidney disease however symptom also occur condition professional medical assessment recommended,sore throat swelling sign kidney disease yes sore throat swelling symptom kidney disease however symptom also occur condition professional medical assessment recommended,"{'diseases': ['kidney disease'], 'symptoms': ['swelling', 'sore throat'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,169,22,3,2025-07-19T20:32:56.991221
132,"I have fatigue, muscle pain, runny nose. What condition might this be?","The combination of fatigue, muscle pain, runny nose could indicate sars-cov-2, but many conditions share similar symptoms. Medical evaluation is necessary for proper diagnosis and care planning.",fatigue muscle pain runny nose condition,combination fatigue muscle pain runny nose indicate many condition share similar symptom medical evaluation necessary proper diagnosis care planning,fatigue muscle pain runny nose condition combination fatigue muscle pain runny nose indicate many condition share similar symptom medical evaluation necessary proper diagnosis care planning,"{'diseases': [], 'symptoms': ['runny nose', 'muscle pain', 'fatigue'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,189,25,3,2025-07-19T20:32:56.992013
133,"What disease could cause chest pain, loss of smell?","Symptoms like chest pain, loss of smell can be associated with several conditions including covid-19. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause chest pain loss smell,symptom chest pain loss smell associated several condition including healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause chest pain loss smell symptom chest pain loss smell associated several condition including healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': [], 'symptoms': ['chest pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,186,23,1,2025-07-19T20:32:56.992735
134,"What should I do if I have swelling, bleeding?","If you're experiencing swelling, bleeding, it could be related to pandemic or other conditions. It's important to consult with a healthcare provider for proper evaluation.",swelling bleeding,youre experiencing swelling bleeding related pandemic condition important consult healthcare provider proper evaluation,swelling bleeding youre experiencing swelling bleeding related pandemic condition important consult healthcare provider proper evaluation,"{'diseases': ['pandemic'], 'symptoms': ['swelling', 'bleeding'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,137,15,3,2025-07-19T20:32:56.993302
135,"Could body aches, itching, rash be a sign of arthritis?","Yes, body aches, itching, rash can be symptoms of arthritis. However, these symptoms may also occur in other conditions, so professional medical assessment is recommended.",body ache itching rash sign arthritis,yes body ache itching rash symptom arthritis however symptom also occur condition professional medical assessment recommended,body ache itching rash sign arthritis yes body ache itching rash symptom arthritis however symptom also occur condition professional medical assessment recommended,"{'diseases': ['arthritis'], 'symptoms': ['rash', 'itching'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,163,22,3,2025-07-19T20:32:56.994006
136,"Could rash, runny nose, muscle pain be a sign of pandemic?","Yes, rash, runny nose, muscle pain can be symptoms of pandemic. However, these symptoms may also occur in other conditions, so professional medical assessment is recommended.",rash runny nose muscle pain sign pandemic,yes rash runny nose muscle pain symptom pandemic however symptom also occur condition professional medical assessment recommended,rash runny nose muscle pain sign pandemic yes rash runny nose muscle pain symptom pandemic however symptom also occur condition professional medical assessment recommended,"{'diseases': ['pandemic'], 'symptoms': ['rash', 'muscle pain', 'runny nose'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,171,24,4,2025-07-19T20:32:56.994759
137,"I have runny nose, itching, headache. What condition might this be?","The combination of runny nose, itching, headache could indicate pneumonia, but many conditions share similar symptoms. Medical evaluation is necessary for proper diagnosis and care planning.",runny nose itching headache condition,combination runny nose itching headache indicate pneumonia many condition share similar symptom medical evaluation necessary proper diagnosis care planning,runny nose itching headache condition combination runny nose itching headache indicate pneumonia many condition share similar symptom medical evaluation necessary proper diagnosis care planning,"{'diseases': ['pneumonia'], 'symptoms': ['runny nose', 'itching', 'headache'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,193,24,4,2025-07-19T20:32:56.995493
138,"Could fatigue, fever, neck pain be a sign of depression?","Yes, fatigue, fever, neck pain can be symptoms of depression. However, these symptoms may also occur in other conditions, so professional medical assessment is recommended.",fatigue fever neck pain sign depression,yes fatigue fever neck pain symptom depression however symptom also occur condition professional medical assessment recommended,fatigue fever neck pain sign depression yes fatigue fever neck pain symptom depression however symptom also occur condition professional medical assessment recommended,"{'diseases': ['depression'], 'symptoms': ['fever', 'neck pain', 'fatigue'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,167,22,4,2025-07-19T20:32:56.996200
139,"Could abdominal pain, loss of taste be a sign of osteoporosis?","Yes, abdominal pain, loss of taste can be symptoms of osteoporosis. However, these symptoms may also occur in other conditions, so professional medical assessment is recommended.",abdominal pain loss taste sign osteoporosis,abdominal pain loss taste symptom osteoporosis however symptom also occur condition professional medical assessment recommended,abdominal pain loss taste sign osteoporosis abdominal pain loss taste symptom osteoporosis however symptom also occur condition professional medical assessment recommended,"{'diseases': ['osteoporosis'], 'symptoms': ['abdominal pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,171,21,2,2025-07-19T20:32:56.996849
140,"What disease could cause cough, muscle pain?","Symptoms like cough, muscle pain can be associated with several conditions including cancer. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause cough muscle pain,symptom cough muscle pain associated several condition including cancer healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause cough muscle pain symptom cough muscle pain associated several condition including cancer healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': ['cancer'], 'symptoms': ['muscle pain', 'cough'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,185,22,3,2025-07-19T20:32:56.997558
